iso3,country_name,income_level,ilostat_year,exposed_SEX_F,exposed_SEX_M,sub_SEX_F,sub_SEX_M,both_SEX_F,both_SEX_M,aug_SEX_F,aug_SEX_M,matched_weight_SEX_F,matched_weight_SEX_M,matched_codes_SEX_F,matched_codes_SEX_M,exposed_gap_pp,sub_gap_pp,both_gap_pp,aug_gap_pp,domain,unit_note
SDN,Sudan,Low income,2022,0.14757066576741085,0.1597721782688602,0.07858032657303406,0.09303499269843725,0.06370325027362467,0.061836357195953644,0.005287088920752119,0.004900828374469397,0.6310400991152532,0.8196012605413084,24,37,-1.2201512501449352,-1.4454666125403193,0.18668930776710238,0.03862605462827225,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
SEN,Senegal,Lower middle income,2024,0.2579878823101648,0.2581551603910134,0.11067730975015157,0.09880889609618743,0.13050298517347228,0.1373872425161329,0.016807587386540892,0.021959021778693046,0.9626167773898248,0.9671085936934998,25,39,-0.016727808084859852,1.186841365396414,-0.6884257342660627,-0.5151434392152154,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
SGP,Singapore,High income,2024,0.6919027885859345,0.6612956300570949,0.2934511118126881,0.2363955787025128,0.3489858172501103,0.36779491438034345,0.04946585952313631,0.05710513697423878,1,0.9999999999999998,36,37,3.060715852883955,5.705553311017534,-1.8809097130233154,-0.7639277451102467,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
SLE,Sierra Leone,Low income,2018,0.12381681998834489,0.09030211297497488,0.0713934005304978,0.04502884591699202,0.047926964602439406,0.038982849781510495,0.004496454855407703,0.006290417276472388,0.6456848345940079,0.6626133892302781,25,39,3.3514707013370004,2.636455461350577,0.8944114820928911,-0.17939624210646846,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
SLV,El Salvador,Upper middle income,2024,0.4762988550290937,0.4153099601301892,0.23850467287383503,0.18907980430869362,0.20706382116695096,0.19159903994672112,0.030730360988307705,0.03463111587477438,1,0.9999999999999999,39,42,6.098889489890446,4.942486856514142,1.5464781220229846,-0.39007548864666775,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
SOM,"Somalia, Fed. Rep.",Low income,2019,0.1310234412407441,0.12702655644059158,0.06645714819984953,0.0630302371910228,0.05787807290830045,0.05681524756617931,0.006688220132594125,0.0071810716833894915,0.9762871707181211,0.9821057604840248,19,37,0.39968848001525337,0.34269110088267357,0.10628253421211403,-0.049285155079536666,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
SRB,Serbia,Upper middle income,2024,0.6142893018510647,0.5916614859910585,0.2585372741525432,0.23504168644869725,0.28176600742885943,0.28235322553846504,0.07398602026966196,0.0742665740038964,0.9229847426572416,0.943775966323515,39,42,2.2627815860006173,2.349558770384594,-0.05872181096056028,-0.028055373423443997,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
SVK,Slovak Republic,High income,2023,0.6597660905166469,0.6257151566625346,0.2976658351373784,0.25508485783709767,0.2839365299604667,0.2936193039798846,0.0781637254188018,0.07701099484555242,1.0000000000000002,0.9986172778699273,40,42,3.4050933854112286,4.258097730028071,-0.9682774019417917,0.11527305732493831,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
SWE,Sweden,High income,2024,0.5768354019909332,0.6189953076212458,0.21916211499721852,0.23750627330181887,0.30136263881472825,0.329887145900863,0.05631064817898645,0.05160188841856396,1,0.9999999999999998,40,40,-4.215990563031258,-1.8344158304600344,-2.8524507086134743,0.47087597604224884,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
TGO,Togo,Low income,2022,0.21813215336640118,0.17480247522373685,0.11121114441117623,0.07570425467712301,0.09455943358070656,0.08039632616987222,0.012361575374518402,0.018701894376741635,0.813987954716247,0.7739256044551136,19,36,4.332967814266434,3.550688973405322,1.4163107410834348,-0.6340319002223233,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
THA,Thailand,Upper middle income,2024,0.5443072940765719,0.5013243004890859,0.2593914984530176,0.22248753943926355,0.2636395124152087,0.2575585490242936,0.021276283208345504,0.02127821202552882,0.9921270522759417,0.9917037015146807,41,42,4.298299358748592,3.690395901375407,0.6080963390915128,-1.9288171833158063e-4,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
TUN,Tunisia,Lower middle income,2021,0.505819638754136,0.4447927128226424,0.2333494778579579,0.1876001490970364,0.2319882109918366,0.21967362550795438,0.04048194990434128,0.03751893821765154,0.9999999999999998,0.9999999999999999,39,39,6.102692593149367,4.5749328760921495,1.2314585483882228,0.29630116866897416,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
TUR,Turkiye,Upper middle income,2024,0.5301159805822383,0.5421463241381811,0.24970769956474442,0.2537729279059198,0.25060335442274073,0.26116772391280507,0.029804926594753183,0.027205672319456208,1.0000000000000002,0.9999999999999997,39,39,-1.203034355594279,-0.40652283411753976,-1.056436949006434,0.2599254275296975,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
TZA,Tanzania,Lower middle income,2024,0.1302360595453793,0.1363733571624731,0.043939599666213754,0.048295302981081575,0.08194740933475173,0.08389234475911538,0.004349050544413832,0.004185709422276181,0.9821175663949093,0.9909344489591496,28,29,-0.6137297617093779,-0.43557033148678215,-0.19449354243636502,0.01633411221376507,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
UGA,Uganda,Low income,2021,0.1818679676442734,0.15991241836574535,0.09002378657330139,0.07316760975398251,0.08432239330993557,0.07859245645067293,0.0075217877610363835,0.008152352161089886,0.45728973970474274,0.6275618056473707,31,40,2.1955549278528053,1.6856176819318878,0.5729936859262639,-0.06305644000535027,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
USA,United States,High income,2024,0.6134483431221641,0.6180511419396739,0.27365585660422737,0.2693275853435293,0.29413920040163283,0.30714752732370487,0.04565328611630397,0.041576029272439564,0.9992460743665837,0.9983473763171934,39,39,-0.4602798817509801,0.4328271260698069,-1.3008326922072044,0.4077256843864403,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
VNM,Viet Nam,Lower middle income,2024,0.5024067498358326,0.4550688664372042,0.24698239636245095,0.21280331542313274,0.2375840719402687,0.2241794586099923,0.017840281533113008,0.018086092404078956,0.942298162713535,0.9688141952684631,41,41,4.733788339862838,3.4179080939318207,1.34046133302764,-0.024581087096594775,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
ZMB,Zambia,Lower middle income,2024,0.26809935897572956,0.21968387702435488,0.1457191712996487,0.1057040010219563,0.11714529834951913,0.10752974084507116,0.005234889326561752,0.006450135157327309,0.4572006759499344,0.5808619135257069,28,36,4.841548195137468,4.00151702776924,0.9615557504447967,-0.12152458307655573,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
ZWE,Zimbabwe,Lower middle income,2024,0.29496571621088163,0.25410771697083023,0.1326711872152506,0.11260838648184028,0.1398429990798104,0.12280458245493062,0.02245152991582064,0.018694748034059294,0.5460683301962622,0.7176013269636355,33,38,4.085799924005141,2.006280073341031,1.7038416624879789,0.3756781881761345,Occupation ISCO-2,country x sex; ISCO-08 2-digit employment weights
